g68_test_result.dt,g68_test_result.platform,g68_test_result.forum_name,g68_test_result.brand,g68_test_result.car_series,g68_test_result.car_model,g68_test_result.content_id,g68_test_result.content_type,g68_test_result.content,g68_test_result.energy_type,g68_test_result.driven_kiloms,g68_test_result.url,g68_test_result.nlp_level_1,g68_test_result.nlp_level_2,g68_test_result.nlp_level_3,g68_test_result.nlp_level_4,g68_test_result.nlp_matched_key,g68_test_result.nlp_summaries,g68_test_result.nlp_rating,g68_test_result.nlp_total_score,g68_test_result.nlp_extra_data,g68_test_result.nlp_time,g68_test_result.nlp_unique_id,g68_test_result.nlp_sentiment
2024-05-24,autohome,宝马i5论坛,宝马,宝马i5,G68,108262083-1445623239,comment,隔壁eqe丑得要死没销量打五折，也没见拉低e级的预期啊。 同是油改电i3，ix3同样降价幅度比油车大，都没出现楼主所谓的“电动车型（i5）降低了燃油车型（5系）的市场预期”，不得不佩服楼主臆想能力强大。 这代5系最大的问题就是丑，颜值拉低了产品力的综合分数，无法再维持高附加值，就得通过提升性价比来促进销量，在颜值这块失去的，在价格上找补回来，消费者要的无非是个心理平衡,电车,NULL,http://club.autohome.com.cn/bbs/thread/d1444bc024a65dda/108262083-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,5155779251629855261_1_1,negative
2024-06-01,懂车帝,,宝马,宝马5系(进口),G68,7375560966211895849,content,2024款530i要来了,油车,NULL,https://www.dongchedi.com/ugc/article/7375560966211895849,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,5160456786035287041_1_1,neutral
2024-01-03,懂车帝,,宝马,宝马5系,G68,7319676782095892519,content,沉浸式体验宝马新款5系长轴距版本，环抱式交互光带+悬浮式巨幕〜,油车,NULL,https://www.dongchedi.com/ugc/article/7319676782095892519,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:42,5219154040383655832_1_1,neutral
2024-04-02,懂车帝,,宝马,宝马5系,G68,7353190621978296330,content,这款标轴版的新宝马5系实车好看吗？,油车,NULL,https://www.dongchedi.com/ugc/article/7353190621978296330,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:42,5261313598314028747_1_1,positive
2024-05-14,懂车帝,,宝马,宝马5系,G68,7368741726330209061,comment,原本我以为奔驰新E级已经够丑了，直到宝马新5系出来，好吧，其实新E级看着也还行。,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:44,5305235511019745359_1_1,positive
2024-01-24,autohome,宝马5系论坛,宝马,宝马5系,G68,107461723-1438841322,comment,还是跟前两代一样的八万公里就漏水的胶木材料水管,油车,NULL,http://club.autohome.com.cn/bbs/thread/586358df2da5ea97/107461723-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:44,5306573280144798281_1_1,neutral
2024-06-02,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446096828,comment,现在优惠15万,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:44,5319734344562159777_1_1,positive
2024-06-08,懂车帝,,宝马,宝马5系,G68,1801247209207819,content,"提车啦，落地这个价格，大家觉得怎么样？ 宝马5系2024款530Li 领先型 豪华套装 2024-06在成都购入 裸车价35.59万元, 落地价40.90万元",油车,NULL,https://www.dongchedi.com/ugc/article/1801247209207819,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:44,5335504389502665640_1_1,positive
2024-04-24,autohome,宝马5系论坛,宝马,宝马5系,G68,108084905-1444052475,comment,看来销售压力很大呀。。。。,油车,NULL,http://club.autohome.com.cn/bbs/thread/2aa0baf42b1f2041,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:44,5349335538877262366_1_1,negative
2024-02-07,懂车帝,,宝马,宝马5系,G68,7332744350419386409,content,全新宝马5系旅行版发布，视线变道功能相当亮眼,油车,NULL,https://www.dongchedi.com/ugc/article/7332744350419386409,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:45,5378110009824295064_1_1,positive
2024-03-28,懂车帝,,宝马,宝马5系,G68,7351028931371303689,comment,很正常啊新5系卖太差了还要降,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:45,5413049831448745123_1_1,negative
2024-04-14,懂车帝,,宝马,宝马5系,G68,1796324650487817,content,请问，新款530li，首付14万，贷32万，五年，年化利率4.8，月供6700。这个价格可以吗？,油车,NULL,https://www.dongchedi.com/ugc/article/1796324650487817,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:45,5414502828248323524_1_1,neutral
2024-05-29,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1445875598,comment,顶你兄弟，虽然我现在买不起豪车，但是相信宝马总公司的决策，并不会把销量王给乱搞得，最主要的是，永远都是没实力的的爱喷,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:45,5423303753308898102_1_1,positive
2024-04-15,懂车帝,,宝马,宝马5系,G68,7357716028291646227,comment,我觉得新5系外观还可以啊，当然指的是运动版，普通版就一般了,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:47,5436300342448043987_1_1,positive
2024-06-06,autohome,宝马5系论坛,宝马,宝马5系,G68,108396855-1446288219,comment,挺难看啊,油车,NULL,http://club.autohome.com.cn/bbs/thread/b1c32250ce01ac79,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:47,5496046937941875818_1_1,negative
2024-01-23,懂车帝,,宝马,宝马5系,G68,7326880172559549221,comment,就新五系这个大屁股，出旅行版一定很好看,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:47,5527860645433560635_1_1,positive
2024-05-25,autohome,宝马5系论坛,宝马,宝马5系,G68,108227267-1445665599,comment,这玩意本就是萝卜青菜个有所爱,油车,NULL,http://club.autohome.com.cn/bbs/thread/3fca4057bad62206/108227267-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:47,5537056465569069749_1_1,positive
2024-05-02,autohome,宝马i5论坛,宝马,宝马i5,G68,108149429-1444476739,comment,支持分享,电车,NULL,http://club.autohome.com.cn/bbs/thread/feaa6f75d4f88c6a/108149429-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:48,5566521412648184365_1_1,positive
2024-05-02,autohome,宝马i5论坛,宝马,宝马i5,G68,108149429-1444474696,comment,支持分享,电车,NULL,http://club.autohome.com.cn/bbs/thread/feaa6f75d4f88c6a/108149429-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:48,5566521412648184365_1_1,positive
2024-05-02,autohome,宝马i5论坛,宝马,宝马i5,G68,108149429-1444474082,comment,支持分享,电车,NULL,http://club.autohome.com.cn/bbs/thread/feaa6f75d4f88c6a/108149429-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:48,5566521412648184365_1_1,positive
2024-02-11,懂车帝,,宝马,宝马i5(进口),G68,7333904106085810959,comment,新5系这个尾部设计放三厢车上显得太臃肿，放瓦罐上就意外得合适欸,电车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,5568667946661487229_1_1,positive
2024-03-31,懂车帝,,宝马,宝马5系,G68,7352441343869714471,content,#心心念念新5到店，#这就是5#5系限定试驾之旅，BMW金融增购5系，无忧贷款，可享0利率。,油车,NULL,https://www.dongchedi.com/ugc/article/7352441343869714471,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,5588787317133186913_1_1,positive
2024-06-01,autohome,宝马5系论坛,宝马,宝马5系,G68,108228285-1446050399,comment,很难在路上碰见新五系,油车,NULL,http://club.autohome.com.cn/bbs/thread/6ae903f0a19215d6,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,5595815789824339246_1_1,neutral
2024-04-18,懂车帝,,宝马,宝马5系,G68,7359075741587784459,comment,新5系，头枕不可拆不可调吧，，，，调也调不出舒服角度，，，新7系，是真的头枕顶着腰是弯的，而且有头枕，靠背，腰托，腿托可以调，就是调不舒服。。。个人体验，有机会你也去坐坐嘛，聊聊仅个人体验，,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:27,-9217230239416668457_1_1,positive
2024-04-11,懂车帝,,宝马,宝马5系,G68,7356434797038207754,comment,我也觉得挺帅 尤其黑金色很好看 我倒是感觉上一代宝马要是说大气吧倒是可以 但是跟时尚好看不搭边 仅代表个人观点而且我也觉得a7l很帅 e也很好看更商务豪华 但是对于不到30的我来说觉得新5系更好 纯个人观点,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,-9096972156637948681_1_1,positive
2024-03-14,懂车帝,,宝马,宝马5系,G68,7345884125527786278,comment,请问，新5那里优惠3万！新E贷款优惠6万，全款优惠4.5万！,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:30,-9078289822917715424_1_1,positive
2024-01-15,autohome,宝马5系论坛,宝马,宝马5系,G68,107393531-1438267745,comment,我看了i5，这下放心了,油车,NULL,http://club.autohome.com.cn/bbs/thread/dc2568f832e2923c/107393531-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:30,-9069187376613737785_1_1,positive
2024-05-30,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1445941384,comment,说实话，老款是真好看，沉稳霸气侧漏，新款像个未成年,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:30,-9020646465707058982_1_1,positive
2024-06-10,autohome,宝马5系论坛,宝马,宝马5系,G68,108407045-1446499642,comment,您们这审美就值5毛,油车,NULL,http://club.autohome.com.cn/bbs/thread/86f4f596a6b52529/108407045-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:30,-9011843245712068285_1_1,negative
2024-06-10,autohome,宝马5系论坛,宝马,宝马5系,G68,108407045-1446490832,comment,昨天路上看到实车了，就看了一眼，感觉自己脏了。。。。。。,油车,NULL,http://club.autohome.com.cn/bbs/thread/86f4f596a6b52529/108407045-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:30,-8998394466702508515_1_1,neutral
2024-04-14,懂车帝,,宝马,宝马5系,G68,7357361574711558922,comment,商量商量退一半定金吧！下次买车的时候切切记住新上市一点优惠的车别买，我年内也差点就下定金买了新款530，幸好新款丑，我就想着看看年后有没有优惠再说，要不然我也要亏大几万。好好商量一下，钱都不是大风刮来的，再者订车合同已经签了，全退肯定是不可能的事，看看能退多少是多少吧！,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:30,-8967426687825034665_1_1,positive
2024-04-24,autohome,宝马5系论坛,宝马,宝马5系,G68,108084905-1444053228,comment,这代5系太丑注定失败,油车,NULL,http://club.autohome.com.cn/bbs/thread/2aa0baf42b1f2041,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:31,-8950634849331405522_1_1,negative
2024-06-09,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446476859,comment,today is a good day,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-8945682721709561980_1_1,positive
2024-04-24,autohome,宝马5系论坛,宝马,宝马5系,G68,108084905-1444054530,comment,直接摆明销售身份，实在既然这样，必须顶,油车,NULL,http://club.autohome.com.cn/bbs/thread/2aa0baf42b1f2041,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-8934195107371019267_1_1,positive
2024-04-23,懂车帝,,宝马,宝马5系,G68,7360995929409159231,content,宝马2024款全新5系来袭,油车,NULL,https://www.dongchedi.com/ugc/article/7360995929409159231,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-8930437687326811550_1_1,positive
2024-04-24,懂车帝,,宝马,宝马5系,G68,7361106471511835403,comment,农村KTV吗？一看你就没去试驾过新5系顶配,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-8885277496060182040_1_1,negative
2024-05-30,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1445971315,comment,丰唇,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-8883021049755763041_1_1,positive
2024-02-27,懂车帝,,宝马,宝马5系,G68,7340301109317894194,content,沉侵式体验全新宝马5系,油车,NULL,https://www.dongchedi.com/ugc/article/7340301109317894194,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-8874645958525826620_1_1,positive
2024-02-21,懂车帝,,宝马,宝马5系,G68,7337866034377916453,content,沉侵式体验全新宝马5系,油车,NULL,https://www.dongchedi.com/ugc/article/7337866034377916453,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-8874645958525826620_1_1,positive
2024-05-30,懂车帝,,宝马,宝马5系,G68,7374435170889958163,comment,我是挺喜欢新5,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-8866711111706654537_1_1,positive
2024-05-02,autohome,宝马i5论坛,宝马,宝马i5,G68,108149429-1444476334,comment,貌似见过谁媳妇开这款车拍过一个视频，哈哈哈,电车,NULL,http://club.autohome.com.cn/bbs/thread/feaa6f75d4f88c6a/108149429-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-8863066358320591546_1_1,positive
2024-06-10,autohome,宝马5系论坛,宝马,宝马5系,G68,108228285-1446489155,comment,我买了，5月提的车,油车,NULL,http://club.autohome.com.cn/bbs/thread/6ae903f0a19215d6,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:33,-8792234255850914028_1_1,neutral
2024-03-20,懂车帝,,宝马,宝马5系,G68,1794055713228812,content,请问各位大佬，想买新款530li领先运动，首付30万，跟销售聊完差不多要51左右，值不值得买，还是说再等几个月的优惠,油车,NULL,https://www.dongchedi.com/ugc/article/1794055713228812,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:34,-8764256593917251299_1_1,positive
2024-05-12,懂车帝,,宝马,宝马5系,G68,7367895540682113804,comment,新5系销量二月4100辆不到，三月3900不到，一月份是老款清库存1万左右。我估计四月份也就4000左右…彻底完犊子,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:34,-8758219232077883273_1_1,positive
2024-06-05,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446281673,comment,丑,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:34,-8735490454100861696_1_1,negative
2024-05-30,autohome,宝马5系论坛,宝马,宝马5系,G68,108237069-1445933020,comment,丑,油车,NULL,http://club.autohome.com.cn/bbs/thread/c9eee0f60883dc5b,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:34,-8735490454100861696_1_1,negative
2024-05-08,autohome,宝马5系论坛,宝马,宝马5系,G68,108183878-1444784679,comment,丑,油车,NULL,http://club.autohome.com.cn/bbs/thread/86fdae223e090aad/108183878-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:34,-8735490454100861696_1_1,negative
2024-02-28,懂车帝,,宝马,宝马5系,G68,7340497128682209316,content,宝马新5系到店，看完你还会选择奔驰E级吗？,油车,NULL,https://www.dongchedi.com/ugc/article/7340497128682209316,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:34,-8709388521973276139_1_1,neutral
2024-05-22,懂车帝,,宝马,宝马5系,G68,7371499163386839848,comment,哪有那么完美得车 可惜了去年没等新五系年底提了尊享,油车,NULL,,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:35,-8692533103114663682_1_1,neutral
2024-06-12,autohome,宝马5系论坛,宝马,宝马5系,G68,108407045-1446605911,comment,宝马5系去看了，第一次去的时候一看外观，特别是车尾太难看了。立马回头，第二次去看，希望有改款，顺便看了内刷，一看是那么大的联屏，感觉太“时髦”了，总体感觉车内车外缺少一种庄重感，尽显轻浮！比前4代任何一款都难看！希望25年早点来,油车,NULL,http://club.autohome.com.cn/bbs/thread/86f4f596a6b52529/108407045-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:35,-8684420086240969443_1_1,negative
2024-02-28,懂车帝,,宝马,宝马5系,G68,7340480797654287119,comment,请问新5系左前轮的胎毛有多少根[呲牙],油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:35,-8676485140318420599_1_1,negative
2024-04-21,懂车帝,,宝马,宝马5系(进口),G68,7360019936288670503,comment,新款5系丑得没法形容了 今天看了实车,油车,NULL,,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:40,-8577436158186670998_1_1,neutral
2024-05-12,懂车帝,,宝马,宝马5系,G68,7367767560219378443,comment,新5貌似娱乐套装45800,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:43,-8519437713514961607_1_1,positive
2024-06-12,autohome,宝马5系论坛,宝马,宝马5系,G68,108407045-1446605538,comment,奔驰宝马都是网上图片看的车，实车还是自带气场的，主要是品牌标的溢价,油车,NULL,http://club.autohome.com.cn/bbs/thread/86f4f596a6b52529/108407045-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:44,-8511374734643765495_1_1,neutral
2024-03-31,懂车帝,,宝马,宝马5系,G68,7352422841818088231,comment,新5系丑是真的丑，试驾了之后更不想买了，倒是小米SU7挺香的[我想静静],油车,NULL,,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:44,-8452177006394954401_1_1,neutral
2024-02-26,懂车帝,,宝马,宝马5系,G68,7339743795381927946,content,全新宝马5系到底值不值得买？一个视频解决你所有疑惑,油车,NULL,https://www.dongchedi.com/ugc/article/7339743795381927946,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:44,-8448694136215947214_1_1,neutral
2024-06-05,autohome,宝马5系论坛,宝马,宝马5系,G68,108252043-1446257305,comment,越来越能接受了,油车,NULL,http://club.autohome.com.cn/bbs/thread/277aea821f0df0fc,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:28,-6531486699378761753_1_1,positive
2024-04-13,autohome,宝马5系论坛,宝马,宝马5系,G68,107999983-1443464155,comment,认了吧，毕竟能抓个韭菜不容易，不会放掉你的，现在优惠10万了,油车,NULL,http://club.autohome.com.cn/bbs/thread/fb09c2bc131c4ce0,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,-6526966587956341459_1_1,positive
2024-04-02,懂车帝,,宝马,宝马5系,G68,7352922462012883722,comment,六月份以后就会有的是新5系库存车,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,-6524869145027649983_1_1,positive
2024-04-12,懂车帝,,宝马,宝马5系,G68,7356627812188881675,comment,我本来想买5系的，去4S店一看实车，一眼就被外观给吓跑了，改的太失败了，中间那个5太难看了，拉低了宝马的档次，我在路上看到有新5，我以为是起亚呢[我想静静],油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,-6468416753907346706_1_1,negative
2024-04-24,懂车帝,,宝马,宝马5系,G68,7361333964759450418,comment,新五系估计35W才会销量上来,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,-6438009313151577228_1_1,positive
2024-03-21,懂车帝,,宝马,宝马i5,G68,7348465586714428187,comment,宝马梦破灭在新5 系[我想静静],电车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,-6410218663216475965_1_1,negative
2024-01-15,懂车帝,,宝马,宝马5系,G68,1788169950930955,content,今天在实体店看得车 宝马新5系,油车,NULL,https://www.dongchedi.com/ugc/article/1788169950930955,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:29,-6406699160895959475_1_1,neutral
2024-06-05,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446261096,comment,我也是3系。你那边落地多少钱,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:30,-6394253534470074811_1_1,neutral
2024-06-04,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446188497,comment,评论区已经沦陷，2块一条确实高。,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:30,-6348750834669969155_1_1,neutral
2024-02-03,懂车帝,,宝马,宝马5系,G68,7331262800683090714,comment,开新五系倒车，开小路确实不方便,油车,NULL,,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:30,-6348465254005460191_1_1,neutral
2024-01-15,autohome,宝马5系论坛,宝马,宝马5系,G68,107393531-1438302220,comment,说白了也不委婉了，这一代五系彻底要输，而且是从里到外全部输，我用自己的人格发誓，我是宝马十年粉丝。这是我第一次发现奔驰好像真的比宝马强，以前我从来没有这么认为过,油车,NULL,http://club.autohome.com.cn/bbs/thread/dc2568f832e2923c/107393531-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:30,-6305255280304420498_1_1,negative
2024-03-01,懂车帝,,宝马,宝马5系,G68,7340947258240090934,comment,我去4s店实车摸过，这代新5比新e用料好点，新e包覆这代有点不行,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:30,-6262284209978424844_1_1,positive
2024-05-27,autohome,宝马5系论坛,宝马,宝马5系,G68,108323058,content,新5系是不是没有自动启停功能的关闭键？看了一个车评说没有这个功能，说实话，还是很介意的，中国城市的道路红绿灯多，总是走走停停，自动启停功能不能关闭就太鸡肋了。有没有清楚的，麻烦告诉一下！,油车,NULL,http://club.autohome.com.cn/bbs/thread/221107b9d68207eb,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:30,-6252556000531931206_1_1,negative
2024-05-19,autohome,宝马5系论坛,宝马,宝马5系,G68,108252043-1445342375,comment,最满意的是他的外观。,油车,NULL,http://club.autohome.com.cn/bbs/thread/277aea821f0df0fc,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:33,-6205376905566708209_1_1,positive
2024-04-23,懂车帝,,宝马,宝马5系,G68,7360685566272996132,comment,新款5系一样响，新7系也响，只是概率比5系低,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:33,-6182337891808806941_1_1,positive
2024-06-09,autohome,宝马5系论坛,宝马,宝马5系,G68,108407045-1446478368,comment,五系明年肯定大改变，信不信，这个外观中国人不接受,油车,NULL,http://club.autohome.com.cn/bbs/thread/86f4f596a6b52529/108407045-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:34,-6175322917797635115_1_1,neutral
2024-05-28,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1445858287,comment,恭喜老板喜提5系,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:35,-6152735550563489417_1_1,positive
2024-04-08,懂车帝,,宝马,宝马5系,G68,7355323531015668491,comment,现在在4s店，刚看完新五系，感觉就是不伦不类，设计师没有灵感了么,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:35,-6117030589130257951_1_1,negative
2024-01-18,懂车帝,,宝马,宝马i5,G68,1788402808741899,content,新i5低配30落地，高配33落地，月销量可能到5k，除非宝马不想走量。 另外30落地交个朋友，立帖为证，看会不会打脸！！！！,电车,NULL,https://www.dongchedi.com/ugc/article/1788402808741899,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:37,-6105009533729179377_1_1,positive
2024-06-10,autohome,宝马5系论坛,宝马,宝马5系,G68,108407045-1446494788,comment,525现在价格多少啊,油车,NULL,http://club.autohome.com.cn/bbs/thread/86f4f596a6b52529/108407045-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:37,-6096686815817319640_1_1,neutral
2024-01-15,autohome,宝马5系论坛,宝马,宝马5系,G68,107392788-1438284947,comment,还是老款顺眼,油车,NULL,http://club.autohome.com.cn/bbs/thread/f735abf6bd47c86c,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,-6093309489898908737_1_1,positive
2024-05-02,autohome,宝马i5论坛,宝马,宝马i5,G68,108149429-1444482068,comment,还得是大表哥,电车,NULL,http://club.autohome.com.cn/bbs/thread/feaa6f75d4f88c6a/108149429-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,-6085527728004883301_1_1,neutral
2024-02-28,懂车帝,,宝马,宝马5系,G68,7340231016801452809,comment,新5卖不了几千辆，这里面大部分是老款吧,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,-6074008398227733526_1_1,positive
2024-01-30,autohome,宝马5系论坛,宝马,宝马5系,G68,107497464-1439139524,comment,打算买白外红内，可是4S店年前只能定到白外蓝内，纠结死了是等等，还是直接提现车,油车,NULL,http://club.autohome.com.cn/bbs/thread/a1bd5208ed1ff76d,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,-6054963514994147027_1_1,positive
2024-04-20,autohome,宝马5系论坛,宝马,宝马5系,G68,108055296-1443864386,comment,真的***了，还好意思说好看，哈哈，充了多少钱。,油车,NULL,http://club.autohome.com.cn/bbs/thread/9d7cc8f4be2622f6,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,-6035213067677863836_1_1,positive
